#,Player,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,eFG%,TS%
766,Mike Green,20,26.2,8.8,3.8,8.6,44.2,-,-,-,1.1,1.6,74.2,2.6,3.3,5.8,1.1,0.9,2.6,1.3,44.2,47.1
767,Kevin Gamble,31,24.4,8.7,3.9,8,48.6,0.2,0.5,33.3,0.8,1.1,72.7,0.7,1.5,2.1,1.8,0.7,0.3,0.7,49.6,51.4
768,Matt Harpring,48,21.8,8.7,3.4,7.4,45.9,0.1,0.4,15,1.9,2.5,76.7,1.7,2.4,4.1,1.1,0.6,0.2,1.1,46.3,51.6
769,Andrei Kirilenko,55,27.1,8.7,3.1,6.9,44.5,0.2,0.9,20.8,2.4,3.1,76.7,1.4,2.5,3.9,1.9,1.2,1.6,1.3,45.8,52.7
770,Kwame Brown,18,25.9,8.7,3.4,6.8,50,0,0,0,1.9,2.9,66,2.2,3.6,5.8,0.6,0.2,0.8,1.4,50,54
771,Chris Crawford,7,18.4,8.7,2.3,6.9,33.3,0.6,2,28.6,3.6,4,89.3,1,2,3,0.7,0.1,0.3,1.1,37.5,50.6
772,Art Hillhouse,10,-,8.7,2.4,9.1,26.4,-,-,-,3.9,4.6,84.8,-,-,-,0.8,-,-,-,26.4,39.1
772,Gene Vance,10,-,8.7,3.2,13.2,24.2,-,-,-,2.3,3.3,69.7,-,-,-,1.7,-,-,-,24.2,29.7
774,Ramon Sessions,22,27.2,8.7,3.1,8.4,37.5,0.6,2.3,28,1.8,2.5,72.2,0.2,2.5,2.7,3,0.4,0.1,1.5,41.3,46
775,Michael Beasley,25,18.6,8.7,3.6,8.5,42.3,0.4,1,38.5,1.1,1.6,67.5,1.1,3.4,4.6,0.6,0.3,0.3,1.4,44.6,47.1
776,Rodney Stuckey,28,22.6,8.7,3,7.9,38.2,0.3,0.9,28,2.4,2.9,84,0.5,1.5,2,3.3,0.8,0.1,1.3,39.8,47.5
777,Sedale Threatt,70,21.9,8.7,3.6,7.9,45.2,0.3,1.1,26.6,1.2,1.5,81.6,0.3,1.3,1.6,3.6,1,0.1,1.2,47.1,50.6
778,Clint Capela,79,23.7,8.7,3.7,6.1,60.5,0,0,0,1.3,2.6,49,2.7,5.8,8.5,0.9,0.5,1.3,0.8,60.5,59.8
779,Tyus Edney,6,21.8,8.7,3.3,8.2,40.8,0.3,1.5,22.2,1.7,2.2,76.9,0.3,1.7,2,2.3,1.5,0,1.5,42.9,47.5
779,Dick Holub,3,-,8.7,3,12,25,-,-,-,2.7,4.7,57.1,-,-,-,0,-,-,-,25,30.8
779,Shellie McMillon,9,18.7,8.7,3.1,7.9,39.4,-,-,-,2.4,3.2,75.9,-,-,4.3,1,-,-,-,39.4,46.6
779,Dick Mehen,3,-,8.7,4,9.7,41.4,-,-,-,0.7,1.3,50,-,-,4.7,1,-,-,-,41.4,42.3
783,Dave Twardzik,25,22.4,8.6,3,5.4,55.2,0,0,0,2.7,3.4,80,0.4,1.2,1.6,2.5,1.2,0.1,2,55.2,63
784,Antonio Daniels,80,23.2,8.6,2.9,6.2,46.1,0.5,1.5,35.3,2.4,2.7,86.3,0.3,1.8,2,2.9,0.6,0.1,0.9,50.3,58
785,A.C. Green,153,26.9,8.6,3,6.3,47.5,0.1,0.3,25,2.6,3.5,73.9,2.5,4.5,7.1,0.8,0.7,0.3,1,48.1,55.2
786,Chucky Atkins,36,23.5,8.6,3,7.9,37.4,1.1,3.1,35.5,1.6,1.9,80,0.3,1.4,1.7,2.4,0.8,0,1.3,44.2,48.8
786,Jeff Wilkins,24,19.9,8.6,3.4,7.3,46,0,0,0,1.8,2.4,77.2,1,3.8,4.8,0.8,0.2,0.5,1.1,46,51.2
788,Rory Sparrow,30,26.1,8.6,3.3,8,41.7,0.2,0.5,31.3,1.7,2.2,80,0.5,1.2,1.7,5.4,0.9,0,1.8,42.7,47.8
789,Nate Robinson,32,17,8.6,3,7.3,41.5,1.1,3.3,33.7,1.4,1.8,77.6,0.3,1.1,1.4,2.3,0.6,0.1,1.2,48.9,52.8
790,Emmette Bryant,27,28.1,8.6,3.3,8.4,38.8,-,-,-,2,2.6,79.7,-,-,4.1,2.6,-,-,-,38.8,44.9
791,Steve Johnson,13,18.9,8.5,2.8,7,40.7,0,0,0,2.8,4.5,62.7,1.8,2.6,4.4,0.5,0.3,0.2,1.5,40.7,47.5
792,Dave Gambee,43,19.5,8.5,2.7,7.7,35.6,-,-,-,3,3.7,83.4,-,-,4.4,0.8,-,-,-,35.6,45.9
793,Mike Bratz,38,17.5,8.5,3.2,6.9,46.2,0.4,1.1,36.6,1.8,2.2,79.8,0.5,1,1.6,2.5,0.9,0.1,1.5,49,54.2
794,Cameron Johnson,23,21.3,8.5,2.8,5.5,50.8,1.5,3.6,42.7,1.4,1.7,84.6,0.7,2.3,3.1,0.7,0.9,0.2,0.8,64.7,68.5
795,Luis Scola,48,21.4,8.5,3.4,7.5,45.4,0.1,0.5,20,1.6,2.4,66.7,1.4,3.3,4.7,1,0.4,0.1,1,46.1,49.8
796,Raef LaFrentz,35,26.3,8.5,3.5,7.9,44.6,0.6,2.1,29.7,0.9,1.1,75,1.7,3.5,5.2,0.5,0.5,2.2,0.8,48.6,50.7
797,Joe Buckhalter,4,15,8.5,4,9.5,42.1,-,-,-,0.5,0.8,66.7,-,-,5.5,1,-,-,-,42.1,43.2
797,David Greenwood,22,24.5,8.5,3.8,6.8,55.7,0,0.1,0,1,1.6,58.3,1.5,3.8,5.2,1,1,0.5,1.2,55.7,56.7
797,Milo Komenich,8,-,8.5,3.3,13.4,24.3,-,-,-,2,3.5,57.1,-,-,-,1.8,-,-,-,24.3,28.5
797,Adrian Smith,36,20.7,8.5,3,7.8,37.9,-,-,-,2.6,3.1,82.1,-,-,1.7,2.2,-,-,-,37.9,46.2
797,Coby White,2,16,8.5,3,7.5,40,1.5,3.5,42.9,1,1,100,0,2,2,1,0,0,1,50,53.5
797,Eric Williams,26,30.7,8.5,3.1,7,44,0.7,1.7,37.8,1.7,2.2,77.2,1.2,2.8,3.9,1.5,1.3,0.2,0.9,48.6,53.4
803,Charlie Johnson,85,20.3,8.5,3.8,9.5,39.8,-,-,-,0.9,1.3,74.8,0.9,1.6,2.4,1.7,1.1,0.1,0.9,39.8,42.3
804,Mario Elie,116,26.3,8.5,2.8,6.2,45.2,0.8,2.1,36.7,2.1,2.5,83.6,0.9,2.1,2.9,2.3,0.8,0.1,1.2,51.5,58.1
805,Marco Belinelli,65,21.1,8.5,2.9,7,41.6,1.2,3.2,37.5,1.5,1.7,89,0.1,2,2.1,1.4,0.3,0,0.6,50.2,55.1
806,Bob Hansen,49,22,8.5,3.3,6.9,47.6,0.8,1.6,50,1.2,1.6,73.1,0.8,1.7,2.5,1.7,0.4,0.1,1.2,53.3,56
807,Brandon Bass,59,23.9,8.4,3,6.3,47.1,0,0,0,2.5,2.8,89,1.4,3,4.4,0.7,0.5,0.4,0.6,47.1,55.8
808,Tyrone Corbin,81,27.5,8.4,3.4,7.5,44.9,0.3,1.1,29.5,1.3,1.7,79,1.9,3.1,5,1.4,1,0.2,1,47,50.9
809,Royce O'Neale,37,31.1,8.4,3,6.2,47.8,1.6,3.8,43,0.8,1.2,69.8,0.8,4.6,5.4,1.9,0.9,0.3,1.3,61.1,62.5
810,Aaron Brooks,40,17.6,8.4,3.1,7.4,41.6,0.9,2.8,33,1.3,1.8,74.6,0.3,1.4,1.7,1.8,0.2,0.1,1.2,47.8,51.3
811,Robin Lopez,36,23.4,8.4,3.5,6.1,57.5,0,0,0,1.4,1.8,76.9,2.8,2.9,5.6,0.5,0.3,1,0.8,57.5,61
812,Elden Campbell,106,21.4,8.4,3.2,7.3,44,0,0,25,2,2.9,67,1.5,3.2,4.7,0.9,0.5,1.3,1.2,44.1,48.9
813,Calbert Cheaney,8,30.3,8.4,3.5,8.5,41.2,0,0.3,0,1.4,2,68.8,1.1,1.1,2.3,1.5,0.6,0.4,1.5,41.2,44.6
814,Bimbo Coles,11,17.6,8.4,2.9,5.5,52.5,0.2,0.6,28.6,2.4,3,78.8,0.4,1.6,2,2.3,0.9,0.1,1.5,54.1,60.9
814,Jack Kerris,11,23.5,8.4,2.7,5.1,53.6,-,-,-,2.9,4.9,59.3,-,-,5.7,1.7,-,-,-,53.6,57.7
816,Sasha Danilovic,3,20,8.3,3,6,50,1.3,3.3,40,1,1,100,0.3,0,0.3,1.3,0.3,0,1,61.1,64.7
816,Bob Faught,3,-,8.3,3.7,10.7,34.4,-,-,-,1,1,100,-,-,-,0.3,-,-,-,34.4,37.5
816,Andy Johnson,12,19.4,8.3,2.9,7.4,39.3,-,-,-,2.5,4.7,53.6,-,-,4.6,1.8,-,-,-,39.3,44
816,Jaden McDaniels,3,22.7,8.3,3,6.7,45,1.3,3.7,36.4,1,1.3,75,1.3,2,3.3,1,0.7,2.3,2,55,57.4
816,Stan Noszka,3,-,8.3,3.3,10,33.3,-,-,-,1.7,2.7,62.5,-,-,-,0.7,-,-,-,33.3,37.3
821,George Trapp,31,16.7,8.3,3.7,8,46.2,-,-,-,0.9,1.3,70,1.1,3.1,3.8,0.7,0.2,0.5,-,46.2,48.4
822,Darwin Cook,25,21,8.3,3.4,8.9,38.6,0.2,1,24,1.2,1.8,65.2,0.8,1.4,2.2,3.3,1.2,0.2,1.8,39.9,42.8
823,Jason Williams,67,25.9,8.3,3,7.5,39.3,1.2,3.9,30.9,1.2,1.3,88.9,0.2,1.7,1.9,3.3,0.8,0,1.5,47.3,51.2
824,Derek Fisher,259,26.5,8.3,2.8,6.7,42.2,1.1,2.8,39.9,1.5,1.9,80.5,0.3,1.9,2.2,2.3,1.1,0.1,0.9,50.4,54.9
825,Derrick McKey,142,26.7,8.3,3.1,6.6,46.4,0.3,0.9,30.2,1.9,2.5,74.4,1.6,2.8,4.4,2.2,0.8,0.6,1.6,48.5,53.7
826,Ed Mikan,11,21.2,8.3,2.8,8.7,32.3,-,-,-,2.6,3.2,82.9,-,-,6.9,0.5,-,-,-,32.3,40.8
827,Dick McGuire,63,32.6,8.3,2.8,6.9,41,-,-,-,2.6,4.4,59.3,-,-,4.9,5.6,-,-,-,41,46.7
828,Clifford Ray,60,28.9,8.3,3.5,6.4,53.8,-,-,-,1.4,2.3,59,3.8,6.6,10.1,2.1,1,1.4,-,53.8,55.6
829,Jim King,73,19.9,8.2,3.4,7.7,43.6,-,-,-,1.5,2.1,72.8,-,-,3.4,2.5,-,-,-,43.6,47.7
830,Whitey Skoog,34,27.3,8.2,3.4,8.4,40.2,-,-,-,1.5,2.1,68.5,-,-,3.7,2.1,-,-,-,40.2,44
831,Spud Webb,39,18.6,8.2,2.9,6.4,45.8,0.2,0.6,30.4,2.2,2.7,81.9,0.5,1.7,2.2,5.1,0.8,0.1,1.3,47.2,54.4
832,Kenneth Faried,18,21.8,8.2,3.4,5.8,58.1,0.1,0.1,100,1.4,1.8,75.8,2.2,5.2,7.4,0.4,0.7,0.5,1.1,58.6,61.9
833,Terrence Ross,41,21.5,8.2,3,7.6,38.7,1.3,4.2,31,1,1.4,75,0.2,2.1,2.2,0.7,0.8,0.4,1.1,47.1,49.9
834,Jim Cleamons,27,24.7,8.2,3.4,8.5,39.6,0,0,0,1.4,1.7,84.8,1.3,2.7,3.3,3.3,0.6,0.1,1.1,39.6,44.2
835,D.J. Augustin,38,21,8.2,2.4,6.5,36.8,1.2,3.1,39,2.2,2.5,87.4,0.2,1,1.2,2.4,0.4,0.1,1.1,46.2,53.8
836,Brian Grant,58,26.8,8.2,3.1,6.7,46.5,0,0,0,2,3,65.9,2.6,4.5,7.1,0.7,0.5,0.8,1.4,46.5,51.2
837,Truck Robinson,74,23.5,8.2,3.3,7.3,44.8,0,0,0,1.6,2.7,61.6,2,4.8,6.8,1,0.6,0.6,2.1,44.8,48.3
838,Don Chaney,70,26.2,8.1,3.3,7.3,45,-,-,-,1.6,2,77.5,2.1,2,3.6,2.2,1.6,0.4,-,45,49.7
838,Bobby Portis,28,18.4,8.1,3.2,6.9,46.4,0.9,2.5,36.6,0.8,1.1,71,1.5,3.9,5.4,0.8,0.6,0.4,0.6,53.1,54.9
840,Earl Lloyd,44,25.3,8.1,3,8.8,33.7,-,-,-,2.2,2.9,74.4,-,-,5.8,1.9,-,-,-,33.7,40.2
841,Hassan Whiteside,23,21.9,8.1,3.1,5.2,60.5,0,0,100,1.8,3.2,57.5,2.1,6.2,8.3,0.3,0.4,2.1,1.3,60.9,61.9
842,Corey Brewer,47,20,8.1,3,7.4,40,0.7,2.6,27.9,1.4,2.1,69.4,0.6,1.4,2,1,0.7,0.3,0.7,44.9,48.6
843,Markelle Fultz,8,21.3,8.1,3.1,8.4,37.3,0.8,2,37.5,1.1,1.4,81.8,0,1.8,1.8,3.9,0.9,0.4,1.8,41.8,45.2
843,Ron Williams,32,21,8.1,3.3,7.8,41.9,-,-,-,1.6,1.8,88.1,0.4,1.4,1.8,2.9,0.6,0.2,-,41.9,47.5
845,Mehmet Okur,71,23.6,8.1,2.9,7,41.5,0.8,2.1,36.2,1.5,2.1,71.3,1.6,4.3,5.9,1.1,0.7,0.6,1.1,47,51
846,Craig Ehlo,76,24.3,8.1,3.1,7.5,40.9,0.8,2.2,34.3,1.2,1.6,73.4,0.8,2.2,2.9,2.9,1,0.2,1.2,45.9,49.2
847,Larry Wright,49,17.8,8.1,3.4,7.1,47.7,0,0,0,1.3,1.7,80.2,0.4,0.9,1.3,2.7,0.8,0.1,1.3,47.7,51.7
848,Antonio McDyess,100,23.6,8.1,3.5,7.2,48.7,0,0,0,1.1,1.6,68.9,2.3,4.5,6.8,0.9,0.5,0.8,1,48.7,51.3
849,Maxi Kleber,16,29.3,8.1,2.6,5.9,43.6,1.7,4.2,40.3,1.3,1.7,74.1,1.1,3.8,4.8,1.5,0.3,0.4,0.4,58,60.9
850,Allen Crabbe,17,25.5,8.1,3,6,50,1.2,2.9,40,0.9,1.3,68.2,0.3,2.5,2.8,1.1,0.6,0.1,0.5,59.8,61.3
851,Benoit Benjamin,18,24,8.1,2.8,5.5,50.5,0,0.1,0,2.5,3.2,77.6,1.2,4.3,5.6,0.4,0.6,1.9,1.3,50.5,58.2
852,Howie Dallmar,25,-,8,2.7,12,22.7,-,-,-,2.6,3.8,68.4,-,-,-,2.3,-,-,-,22.7,29.4
853,Danny Green,156,25.8,8,2.9,7.1,40.3,1.9,4.8,38.4,0.5,0.6,75.3,0.7,2.6,3.3,1.2,1.1,0.8,0.8,53.3,54.5
854,Mitchell Wiggins,29,18.6,8,3.6,7.3,49.5,0,0.1,0,0.8,1.1,74.2,1.6,1.7,3.2,1.2,0.7,0.1,1.2,49.5,51.6
855,Don Carlson,31,-,8,3.2,10.7,29.5,-,-,-,1.7,2.7,63.1,-,-,-,1.5,-,-,-,29.5,33.7
856,Raja Bell,68,25.9,8,2.8,5.8,49.2,1.2,2.6,46.6,1.1,1.5,74.3,0.6,2,2.6,1.5,0.6,0.1,0.6,59.6,62.2
857,Patrick Beverley,62,26.3,8,2.9,7.1,41,1.2,3.4,35.2,1,1.2,81.9,1.3,3.1,4.4,2.5,0.9,0.6,0.9,49.4,52.4
857,Al Bianchi,56,20.3,8,3.3,8.4,39.1,-,-,-,1.4,2.1,69.6,-,-,2.2,1.8,-,-,-,39.1,42.9
857,Reggie Bullock,12,26.9,8,2.8,5.8,47.8,1.8,4.3,41.2,0.8,0.8,90,0.4,2.5,2.9,1.5,0.7,0.1,0.4,63,65.4
857,Bob Carpenter,4,-,8,2.8,7.5,36.7,-,-,-,2.5,3.5,71.4,-,-,-,0.5,-,-,-,36.7,44.2
857,Al Cervi,27,12.9,8,1.9,5.9,31.4,-,-,-,4.3,5,86.6,-,-,2.7,3.9,-,-,-,31.4,49.5
857,Bert Cook,1,20,8,4,6,66.7,-,-,-,0,2,0,-,-,0,2,-,-,-,66.7,58.1
857,Malcolm Delaney,1,3,8,3,3,100,1,1,100,1,2,50,0,1,1,0,0,0,0,116.7,103.1
857,Johnny Green,20,17.9,8,3.4,5.8,58.3,-,-,-,1.3,3,43.3,-,-,5.3,0.7,-,-,-,58.3,56.6
857,Phil Hubbard,8,15.4,8,3.1,6.4,49,0.1,0.1,100,1.6,2.3,72.2,1.5,1.4,2.9,0.4,0.4,0,1,50,54.3
857,Dave Jamerson,2,10.5,8,2.5,6.5,38.5,0,0.5,0,3,3,100,0.5,1,1.5,2,0.5,0,0.5,38.5,51.2
857,Harold Miner,4,14.3,8,3,6.5,46.2,0,0,0,2,2.8,72.7,0.8,1.3,2,0.5,0.3,0,0.5,46.2,51.9
857,Bob Peterson,3,23.7,8,2.3,5,46.7,-,-,-,3.3,3.7,90.9,-,-,5.3,1.7,-,-,-,46.7,60.5
857,Norman Powell,73,18.2,8,2.9,6.5,44.7,1.1,2.8,38.2,1.1,1.4,81.4,0.3,1.7,2,1,0.6,0.2,0.7,53.1,56.5
857,Anthony Roberson,1,4,8,3,4,75,2,2,100,0,0,0,1,0,1,0,2,0,1,100,100
857,Jared Sullinger,10,16.1,8,3.4,8,42.5,0.5,1.3,38.5,0.7,1.1,63.6,1.9,3.6,5.5,0.8,0.1,0.3,1.1,45.6,47.1
857,Kermit Washington,9,29.2,8,3.3,6.7,50,0,0.2,0,1.3,1.9,70.6,3.9,6.4,10.3,1.6,1.1,0.7,1.8,50,53.3
857,Shawne Williams,4,25.3,8,2.5,6,41.7,1.5,3.5,42.9,1.5,2,75,1,2.5,3.5,1.3,1,1,1,54.2,58.1
874,Tom Hawkins,96,21.9,8,3.2,7.1,45.9,-,-,-,1.5,2.4,61.7,-,-,5.6,1.1,-,-,-,45.9,49.1
875,Leandro Barbosa,119,18.5,8,3,6.9,43.7,0.7,2.2,33.2,1.2,1.6,77,0.4,1.4,1.7,1.4,0.5,0.1,0.9,49,52.6
876,Kyle Korver,145,23.2,8,2.7,6.4,41.7,1.8,4.5,39.1,0.9,1,89.5,0.2,2.3,2.5,1,0.6,0.4,0.8,55.4,58.4
877,Herm Schaefer,22,-,8,2.9,6.6,43.8,-,-,-,2.1,2.5,87,-,-,-,2.1,-,-,-,43.8,51.5
878,Steven Adams,61,26.8,8,3.3,5.3,62.7,0,0,0,1.3,2.4,53.4,2.7,4.5,7.3,0.9,0.5,1,1,62.7,62.3
879,Robert Horry,244,28,7.9,2.7,6.4,42.6,1.1,3,35.9,1.4,2,72.2,1.7,3.9,5.6,2.4,1.1,0.9,1.2,50.9,54.6
880,Rod Higgins,33,22.2,7.9,2.7,6.2,43.9,0.6,2.2,29.6,1.8,2.3,81.3,1.2,2.2,3.4,1.7,0.8,0.7,0.7,49,55
880,Gerald Wallace,33,20.9,7.9,2.6,5.8,45.5,0.6,1.7,33.3,2.1,2.9,72.6,0.5,3.4,3.9,1.4,0.7,0.5,1,50.5,56.3
882,Ray Felix,38,22,7.9,2.8,6.5,42.7,-,-,-,2.3,3.3,70.1,-,-,7.6,0.8,-,-,-,42.7,49.5
883,Angelo Musi,25,-,7.9,3.1,12.2,25.2,-,-,-,1.8,2.4,74.6,-,-,-,0.6,-,-,-,25.2,29.8
884,Luke Ridnour,22,24.3,7.9,3,7.5,40.6,0.5,1.7,29.7,1.3,1.5,90.6,0.6,1.8,2.4,3.3,0.8,0.5,1.5,43.9,48.6
885,Kelly Olynyk,48,17.4,7.9,2.9,6,48.3,0.9,2.6,34.7,1.3,1.7,75,0.8,2.7,3.5,1.6,0.6,0.6,1.1,55.8,59
886,Rodney Hood,44,20.7,7.9,2.9,7,41.6,0.8,2.8,28,1.3,1.7,75.7,0.4,1.8,2.2,1,0.4,0.2,0.7,47.2,50.9
887,B.J. Armstrong,105,22.5,7.9,3,6.4,47.1,0.5,1.1,45.1,1.4,1.7,83.2,0.2,1.2,1.4,2.4,0.8,0,0.8,50.9,55.5
888,Harvey Halbrook,8,22,7.9,3,9.8,30.8,-,-,-,1.9,2.8,68.2,-,-,10.6,1.5,-,-,-,30.8,35.9
889,Josh Richardson,30,25.2,7.9,2.6,7.1,37.1,1.2,3.4,35,1.4,1.6,87.5,0.7,2.3,3,1.8,0.7,0.7,1,45.5,50.4
890,James Donaldson,51,27,7.9,3,4.8,62.7,0,0,0,1.9,2.4,77.9,2.3,5.5,7.8,0.7,0.4,0.8,1.2,62.7,67.4
891,James Posey,65,25.7,7.9,2.3,5.6,42.1,1.4,3.5,38.7,1.8,2.2,83.1,0.6,4.2,4.8,1,1,0.3,0.8,54.4,60.3
892,Henry Bibby,72,24.2,7.9,2.9,7.4,39.6,0.1,0.2,38.5,1.9,2.5,76.8,1,1.7,2.4,3.2,0.8,0,1.9,40.1,46.2
893,J.J. Barea,50,19.7,7.9,3.1,7.5,41.8,0.6,2,31.4,0.9,1.3,74.6,0.4,1.6,2,3.6,0.3,0,1.3,46,48.7
894,Rodney Rogers,82,20.9,7.9,2.7,6.9,39.2,0.8,2.5,31,1.6,2.2,73.4,1.1,2.8,3.9,1.4,0.7,0.5,1.3,44.7,49.5
895,Dan Schayes,69,20.5,7.8,2.7,5.3,51.8,0,0,0,2.4,2.9,82.3,1.6,3.2,4.8,1.1,0.4,0.7,1.4,51.8,59.8
896,Chris Kaman,18,21.8,7.8,3.4,6.2,55.4,0,0,0,0.9,1.2,77.3,1.6,4.6,6.1,0.8,0.4,0.5,2.3,55.4,57.9
896,Sid Tannenbaum,6,-,7.8,2.8,10.3,27.4,-,-,-,2.2,2.7,81.3,-,-,-,2.3,-,-,-,27.4,34
898,Wally Osterkorn,33,27.5,7.8,2.5,7,35.8,-,-,-,2.8,4.8,58.6,-,-,6.3,2.1,-,-,-,35.8,42.8
899,Derrick Favors,42,20.8,7.8,3.1,5.4,58.7,0,0.2,25,1.5,2.7,54.9,2,3.7,5.7,0.8,0.6,1,0.7,59.1,59.7
900,Bison Dele,39,20.3,7.8,3.2,6.1,52.9,0,0,0,1.3,2.2,61.2,2.1,3.3,5.4,0.6,0.7,0.6,1.2,52.9,55.2
901,Blue Edwards,34,21.2,7.8,3.1,6.6,47.3,0.1,0.5,31.3,1.4,1.8,76.7,1.1,1.9,3,1.3,1.2,0.2,1.6,48.5,52.5
902,Danuel House Jr.,19,25.3,7.8,2.8,6.9,40.5,1.5,4.6,31.8,0.7,1.1,66.7,0.7,3.7,4.4,0.9,0.6,0.1,0.8,51.1,52.8
903,Taj Gibson,71,22.3,7.8,3.2,6.1,51.9,0,0,0,1.5,2.1,70.9,1.9,2.9,4.9,0.6,0.4,1,0.9,51.9,55.6
904,David Johnson,9,35,7.8,3.1,6.1,50.9,-,-,-,1.6,2.2,70,-,-,2.6,1.6,-,-,-,50.9,54.9
905,Jonathon Simmons,25,15.4,7.8,3,7,43.2,0.7,2,34,1,1.5,67.6,0.6,1.1,1.6,1.3,0.5,0.1,0.7,48,50.4
906,Al Ferrari,33,22.3,7.8,2.5,6.3,39.1,-,-,-,2.8,3.9,72.3,-,-,2.4,2.3,-,-,-,39.1,48.4
907,Facundo Campazzo,12,23.3,7.8,2.4,6.3,38.2,1.6,4.2,38,1.3,1.6,84.2,0.6,2.1,2.7,3.5,1.2,0.3,1.4,50.7,55.1
907,Bob Lavoy,20,14.6,7.8,2.5,7.3,34.5,-,-,-,2.8,3.7,74.3,-,-,2,0.8,-,-,-,34.5,43.6
907,Jim Seminoff,16,-,7.8,2.9,12.1,24.2,-,-,-,1.9,2.8,66.7,-,-,-,1,-,-,-,24.2,29
910,Johnny Oldham,7,-,7.7,2.6,6.1,41.9,-,-,-,2.6,3.9,66.7,-,-,1.7,1.3,-,-,-,41.9,49.2
910,Malik Sealy,14,20.6,7.7,2.8,6.7,41.5,0.1,0.6,22.2,2,2.7,73.7,0.7,1.4,2.1,0.9,0.2,0.1,1.1,42.6,48.8
912,Mitch Kupchak,68,17.9,7.7,3,6.3,47.4,0,0,0,1.8,2.7,64.9,1.8,2.9,4.7,0.6,0.2,0.2,1.1,47.4,51.6
912,Terry Mills,17,24.1,7.7,2.9,7.2,40.2,1,2.8,35.4,0.9,1.5,64,0.9,3.4,4.3,1.2,0.6,0.1,0.8,47.1,49.2
914,Phil Jackson,67,18.3,7.7,3,6.5,45.8,-,-,-,1.7,2.2,78.2,1.1,3,4.2,0.9,0.8,0.3,0.5,45.8,51.3
915,Bob Weiss,53,20.8,7.7,3.2,7.4,42.6,-,-,-,1.4,1.7,80.2,0.3,0.9,1.7,3.1,0.5,0.1,-,42.6,47.1
916,Vern Fleming,37,20.4,7.7,2.9,6.3,46.6,0.1,0.4,14.3,1.7,2.2,77.1,1,1.3,2.3,3.1,0.6,0.2,1.5,47,52.5
917,Tristan Thompson,85,29.1,7.7,2.9,5.1,56.5,0,0,0,1.9,3,62.5,3.7,4.7,8.5,0.8,0.3,0.8,0.8,56.5,59.5
918,DeMarcus Cousins,18,12.3,7.7,2.7,6.1,44,0.5,1.4,36,1.8,2.6,71.7,0.9,2.5,3.4,1.6,0.5,0.6,1.6,48.2,53.4
918,Shaler Halimon,6,18,7.7,3.7,10.5,34.9,-,-,-,0.3,0.5,66.7,-,-,3.3,3,-,-,-,34.9,35.8
918,Trenton Hassell,18,26.2,7.7,3.4,6.6,52.1,0.1,0.1,50,0.7,0.9,81.3,1.2,1.3,2.4,1.5,0.6,0.4,0.9,52.5,54.7
918,Gerald Henderson,15,23.5,7.7,2.9,7.9,37,0.5,1.9,25,1.3,1.9,69,0.5,2.9,3.4,1.7,0.7,0.3,0.7,39.9,43.6
918,Kenny Higgs,3,18,7.7,2.7,7,38.1,0,0.7,0,2.3,4,58.3,0.3,0.7,1,2,1,0,1.7,38.1,43.8
918,Lee Nailon,9,17.8,7.7,3,6.6,45.8,0,0.1,0,1.7,2.1,78.9,1.1,1.6,2.7,0.7,0.3,0,0.8,45.8,51.2
918,Quinton Ross,12,24.5,7.7,3.3,6.1,53.4,0,0,0,1.2,1.3,87.5,0.7,2,2.7,0.8,0.6,0.7,0.8,53.4,57.5
918,Lorenzen Wright,15,24.2,7.7,3.3,6.7,49.5,0,0,0,1,1.5,65.2,1.9,3.3,5.3,1.1,0.5,0.6,0.9,49.5,51.7
926,Tony Delk,53,19.6,7.7,2.7,6.4,42.5,0.9,2.4,40,1.2,1.7,75,0.7,2,2.7,1.5,0.7,0.2,0.9,49.9,53.5
927,Austin Rivers,58,22.1,7.7,2.8,6.8,41.4,1.2,3.2,36.2,0.8,1.1,72.7,0.3,1.8,2.1,1.4,0.5,0.2,0.9,50,52.2
928,Ersan Ilyasova,52,19.9,7.7,2.8,6.8,41.3,0.7,2.5,28.7,1.3,1.7,75.3,1.9,3.7,5.5,0.9,0.7,0.3,0.8,46.5,50.4
929,Connie Dierking,20,17.6,7.7,3.1,7.9,39.9,-,-,-,1.4,1.8,77.1,-,-,6.5,1.1,-,-,-,39.9,44.1
930,James Ennis III,22,23.2,7.6,2.7,6.2,43.1,0.9,3,28.4,1.4,1.9,73.8,1.4,3,4.4,1.1,0.6,0.3,1,50,54
931,Enes Freedom,59,17.5,7.6,3.1,6,51.4,0.1,0.3,21.1,1.4,1.7,77.7,2.3,3.6,5.9,0.6,0.3,0.5,0.9,52,56.1
932,Mel Counts,85,17.2,7.6,3,7,42.6,-,-,-,1.6,2.1,77.5,0.5,1,6.1,1.2,0.5,0.5,-,42.6,47.8
933,Alan Anderson,18,22.4,7.6,2.8,5.7,48.5,1.1,2.6,40.4,1,1.5,66.7,0.7,2.3,2.9,1.2,0.8,0.1,1,57.8,59.6
934,Don Henriksen,5,32.8,7.6,2.6,5.4,48.1,-,-,-,2.4,3.8,63.2,-,-,8,2.2,-,-,-,48.1,53.7
934,Howard Komives,10,26.3,7.6,3.1,10.3,30.1,-,-,-,1.4,1.9,73.7,-,-,2.5,3.8,-,-,-,30.1,34.1
